404,176,2
208,340,2
352,156,2
72,20,10
208,344,4
240,76,2
72,24,4
144,36,4
72,28,2
104,160,78
120,292,4
156,336,2
104,164,68
608,372,2
600,460,2
120,296,2
172,468,2
104,168,32
488,208,2
76,420,2
324,480,2
256,332,10
152,140,106
204,160,42
300,440,10
256,336,6
220,292,12
152,144,82
204,164,36
300,444,18
324,488,2
176,192,44
220,296,6
152,148,110
204,168,40
300,448,4
752,636,2
176,196,106
96,280,4
408,360,2
68,52,106
56,112,86
332,300,4
372,472,2
408,364,2
68,56,106
252,152,14
304,172,18
56,116,76
400,452,10
332,304,12
96,288,2
72,248,2
372,476,2
356,348,2
408,368,4
252,156,10
304,176,6
400,456,4
332,308,10
108,352,2
124,480,4
388,200,2
536,500,2
124,484,6
124,488,12
352,164,4
456,356,2
508,376,4
500,464,6
208,352,14
144,44,2
500,468,6
72,32,16
832,336,2
328,676,4
208,356,2
156,340,2
1128,884,2
72,36,36
104,172,22
1052,828,2
308,60,2
480,300,2
156,348,2
104,176,28
480,304,2
600,472,2
256,340,4
308,360,2
532,328,2
480,308,2
232,300,4
324,492,2
256,344,6
152,152,116
204,172,52
232,304,8
300,452,2
324,496,2
256,348,2
308,368,4
152,156,98
204,176,38
232,308,4
752,644,2
588,220,2
288,200,10
56,120,168
68,60,70
580,316,2
288,204,4
252,160,16
304,180,12
56,124,156
68,64,136
332,312,2
400,460,6
356,356,4
252,164,28
408,376,2
304,184,8
56,128,130
68,68,196
288,208,14
400,464,4
332,316,8
304,188,2
252,168,26
400,468,2
124,492,10
508,380,2
388,212,4
380,300,28
432,320,4
108,368,2
124,496,6
472,492,2
388,216,2
508,384,2
500,472,2
432,324,2
380,304,2
240,92,2
208,360,4
384,92,2
404,196,8
500,476,2
380,308,2
144,52,2
672,968,2
72,40,86
432,328,2
208,364,4
240,96,2
144,56,10
72,44,70
132,308,4
72,48,62
104,180,38
156,356,2
104,184,36
104,188,42
488,228,6
556,376,4
188,200,36
532,336,4
584,508,2
272,480,2
256,352,4
308,372,2
204,180,44
188,204,48
152,160,96
336,504,2
300,460,2
232,312,8
308,376,10
204,184,36
188,208,28
152,164,90
232,316,4
204,188,22
152,168,62
616,208,2
580,324,2
356,360,2
68,72,72
288,212,6
56,132,58
280,300,10
332,320,14
356,364,2
372,492,2
68,76,90
288,216,2
252,172,20
304,192,26
56,136,42
400,472,2
280,304,4
332,324,6
408,388,2
252,176,16
304,196,4
312,56,2
400,476,4
280,308,12
332,328,12
100,452,2
680,328,2
388,220,2
388,224,2
352,180,2
380,312,4
508,396,2
144,60,6
352,188,2
200,460,2
1008,580,2
144,64,22
72,52,48
132,316,2
144,68,10
72,56,102
200,468,2
104,192,26
488,232,10
104,196,20
556,384,2
52,404,2
556,388,2
256,360,2
308,380,4
188,212,34
180,300,4
232,320,4
308,384,2
188,216,8
152,172,54
204,192,56
232,324,2
616,212,2
308,388,2
272,496,2
152,176,80
204,196,36
232,328,4
300,476,2
180,308,2
68,80,170
288,220,2
56,140,54
316,200,10
356,372,2
408,392,2
68,84,174
288,224,14
252,180,22
56,144,10
436,524,2
280,312,6
332,332,22
316,204,4
356,376,2
288,228,40
skill\连珠火箭89304\连珠火箭89304.fsi,,36
932,820,2
408,396,4
68,88,198
252,184,14
56,148,16
316,208,2
136,500,44
332,336,10
400,484,2
280,316,4
252,188,24
100,468,2
692,1012,2
432,340,4
352,192,2
388,236,4
432,344,2
352,196,2
456,388,8
432,348,2
144,72,30
72,60,94
208,384,2
132,324,14
144,76,22
72,64,88
304,668,2
72,68,130
488,244,28
556,392,4
532,352,2
188,220,24
284,500,4
532,356,4
216,200,24
256,372,8
308,392,2
188,224,10
152,180,60
216,204,26
256,376,14
188,228,10
152,184,52
180,316,4
232,336,2
284,508,2
216,208,32
152,188,76
32,100,10
712,508,2
32,104,90
356,380,2
32,108,28
68,92,260
288,232,8
56,152,42
316,212,2
332,340,6
280,320,6
356,384,8
68,96,320
288,236,16
252,192,24
56,156,48
332,344,4
316,216,4
400,492,2
280,324,2
732,360,2
956,872,4
356,388,2
252,196,36
332,348,2
280,328,14
732,368,4
388,240,6
364,200,6
388,244,2
456,392,2
416,224,2
380,332,4
388,248,2
184,500,2
116,200,28
144,80,28
304,672,2
184,504,6
200,480,2
132,332,2
116,204,34
144,84,72
72,72,100
980,828,2
156,380,2
116,208,18
144,88,58
72,76,160
156,384,4
200,488,2
488,256,2
480,344,2
256,380,22
188,232,42
232,340,4
216,212,24
256,384,12
152,192,32
188,236,46
232,344,2
300,492,2
216,216,28
152,196,34
232,348,6
32,112,18
292,68,2
32,116,18
56,160,22
288,240,6
316,220,10
264,200,16
356,392,4
56,164,8
288,244,8
384,524,2
316,224,6
436,544,2
280,332,10
264,204,10
216,40,2
412,504,2
56,168,4
436,548,2
316,228,14
280,336,10
264,208,18
412,508,2
732,372,2
216,48,2
732,376,2
80,100,360
80,104,348
512,504,4
388,252,2
80,108,292
416,232,4
380,340,4
388,256,2
432,364,2
364,216,2
380,344,2
416,236,2
748,104,2
144,92,52
72,80,188
432,368,4
116,212,36
288,96,2
144,96,46
72,84,168
116,216,30
72,88,168
464,220,2
488,264,2
532,372,2
188,240,34
480,356,2
164,200,24
216,220,24
256,392,2
188,244,34
232,352,4
164,204,24
216,224,20
256,396,2
188,248,14
232,356,2
180,336,4
164,208,46
216,228,32
312,508,2
564,228,2
32,120,2
632,376,2
580,364,2
368,400,4
32,128,8
56,172,4
288,252,4
384,532,4
316,232,8
264,212,26
368,404,2
332,360,2
280,340,4
288,256,18
316,236,4
332,364,2
384,536,2
264,216,18
280,344,4
280,348,6
332,368,2
732,384,2
80,112,302
512,512,16
388,260,2
80,116,428
416,240,2
364,224,2
468,416,12
388,268,4
416,248,2
432,376,4
364,228,2
116,220,36
132,352,2
72,92,192
116,224,44
116,228,14
72,96,278
488,272,2
636,572,2
532,380,4
488,276,2
268,400,4
188,252,12
352,680,2
180,340,2
164,212,62
232,360,2
216,232,26
188,256,4
960,536,2
216,236,10
180,344,4
232,364,6
164,216,84
632,380,2
232,368,10
32,132,12
580,372,2
32,136,4
196,48,2
56,180,18
288,260,12
368,412,2
316,240,4
264,220,14
288,264,40
280,352,6
368,416,2
264,224,12
316,244,4
768,432,4
288,268,26
56,188,6
316,248,2
264,228,18
280,356,8
332,376,6
768,436,8
48,12,66
1284,1228,2
48,16,24
80,120,338
640,208,2
80,124,330
468,420,4
388,272,4
80,128,388
364,232,2
348,104,2
388,276,4
380,364,2
364,236,4
380,368,44
116,232,20
116,236,10
488,280,2
584,560,2
488,284,2
516,264,2
488,288,2
188,260,6
584,568,4
164,220,34
216,240,18
188,264,8
232,372,2
164,224,22
216,244,14
312,524,2
188,268,6
960,548,2
660,520,2
164,228,18
216,248,18
292,92,2
32,140,2
196,52,6
832,868,2
156,872,2
292,96,4
588,296,2
196,56,28
248,100,4
580,384,4
368,420,4
56,192,2
32,148,2
288,272,18
4,20,2
580,388,2
280,360,4
332,380,2
264,232,14
316,252,6
248,104,10
288,276,22
280,364,2
248,108,6
368,428,6
264,236,12
316,256,12
48,20,30
4,28,4
280,368,2
48,24,14
744,408,2
48,28,26
80,132,406
388,280,4
80,136,328
416,260,6
364,240,2
388,284,2
364,244,10
380,372,2
416,264,2
416,268,4
380,376,6
116,240,14
116,244,6
448,112,4
132,376,2
116,248,8
448,116,4
440,204,2
460,96,2
584,572,2
268,420,4
148,100,62
188,272,10
180,360,12
216,252,2
148,104,92
164,232,24
188,276,8
232,384,6
268,428,2
216,256,4
148,108,62
164,236,36
668,444,2
736,592,2
232,388,2
84,320,2
196,60,76
196,64,4
32,156,2
196,68,10
288,280,62
264,240,2
248,112,10
368,432,4
316,260,8
360,520,8
240,200,18
156,888,4
288,284,10
368,436,2
332,392,2
280,372,10
316,264,6
248,116,8
264,244,28
360,524,4
216,80,2
240,204,18
768,452,12
288,288,14
332,396,2
280,376,8
316,268,14
264,248,8
240,208,10
48,32,96
80,140,258
48,36,148
340,200,4
80,144,192
296,100,2
468,440,2
80,148,214
416,272,2
364,252,2
340,208,2
380,380,6
388,296,4
416,276,2
364,256,4
132,380,4
116,252,2
380,388,8
1484,1100,2
764,276,2
544,400,2
116,256,8
544,404,2
skill\夺魄一刀89308\夺魄一刀89308_上层.fsi,,28
220,64,4
568,448,2
464,260,4
52,12,26
440,216,20
220,68,6
516,284,2
52,16,14
188,280,4
268,432,2
148,112,100
164,240,12
216,260,2
140,200,64
232,392,2
216,264,2
148,116,70
164,244,26
140,204,30
188,288,2
232,396,2
164,248,16
216,268,4
140,208,24
548,136,2
68,200,2
196,72,4
196,76,16
368,440,2
196,100,12
248,120,6
344,400,2
288,292,4
264,252,2
368,444,2
280,380,22
248,124,4
196,104,20
316,272,8
240,212,10
344,404,2
288,296,6
368,448,2
280,384,10
248,128,2
264,256,6
196,108,32
316,276,12
344,408,2
216,92,6
240,216,16
48,40,130
280,388,2
216,96,8
48,44,136
444,400,2
616,740,2
48,48,554
80,152,164
340,212,4
80,156,148
416,280,2
588,772,2
340,216,2
364,260,10
296,112,6
364,264,2
380,392,4
296,116,2
effects\攻击3.fsi,,28
416,288,2
380,396,4
116,260,4
364,268,2
132,392,2
116,264,2
440,220,22
52,20,8
440,224,16
516,292,8
52,24,4
440,228,2
268,440,2
516,296,12
52,28,20
148,120,70
772,104,2
188,292,8
268,444,2
164,252,2
216,272,8
148,124,76
140,212,22
772,108,2
188,296,6
164,256,6
216,276,12
148,128,118
140,216,18
592,404,2
84,340,2
196,80,20
712,576,2
592,408,2
68,216,2
196,84,28
32,176,4
196,88,16
60,308,2
316,280,6
368,452,4
248,132,4
264,260,14
196,112,14
344,412,8
240,220,10
264,264,18
4,52,4
368,456,2
280,392,12
248,136,8
196,116,32
316,284,14
240,224,18
264,268,10
280,396,8
316,288,16
240,228,18
48,52,118
548,600,2
48,56,36
80,160,94
340,220,4
444,412,2
80,164,86
348,140,2
340,224,4
468,460,2
444,416,2
296,120,2
80,168,98
416,292,2
364,272,2
468,464,2
296,124,4
468,468,2
296,128,6
144,400,2
116,272,2
448,140,2
220,80,2
440,232,4
544,424,4
124,40,4
220,84,2
440,236,18
124,44,8
52,32,54
220,88,2
396,136,2
464,284,2
124,48,4
52,36,68
216,280,8
164,260,2
268,452,2
148,132,104
140,220,22
892,436,2
216,284,4
164,264,6
148,136,80
